name,description,ownerV2/__typename,ownerV2/data/__typename,ownerV2/data/name,ownerV2/data/uri,ownerV2/data/username,playlistUrl,uri
Funeral Doom Mix,"Funeral Doom music for you. Also try <a href=""spotify:playlist:37i9dQZF1EIea0ChiRU7ji"">doom metal</a>, <a href=""spotify:playlist:37i9dQZF1EIfnkSMcirbYT"">neoclassical</a>, <a href=""spotify:playlist:37i9dQZF1EIhlHeRrZsaup"">gothic rock</a>",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1EIgc3LychAFnG,spotify:playlist:37i9dQZF1EIgc3LychAFnG
Pinoy Funeral Songs,This is for my people who just lost somebody...,UserResponseWrapper,User,Chanel Pepino,spotify:user:rage-fits,rage-fits,https://open.spotify.com/playlist/74KOOUcqKt4Oidij2pXBbr,spotify:playlist:74KOOUcqKt4Oidij2pXBbr
funeral orgy,,UserResponseWrapper,User,Scoot,spotify:user:31q5dkpvyeqayqw5cpu7fvflhgra,31q5dkpvyeqayqw5cpu7fvflhgra,https://open.spotify.com/playlist/7t1gS9o7ltVw8ITVdZXSSr,spotify:playlist:7t1gS9o7ltVw8ITVdZXSSr
☆My Funeral Playlist☆,Fleas on Rats,UserResponseWrapper,User,Kiera,spotify:user:iskc27fptuv196o6n3gt53hfs,iskc27fptuv196o6n3gt53hfs,https://open.spotify.com/playlist/3MAYwmrf6cjFkBzApmSVvD,spotify:playlist:3MAYwmrf6cjFkBzApmSVvD
Memorial Service Instrumental,Songs for funerals,UserResponseWrapper,User,The North Canton Chapel,spotify:user:15xh5l51repuswl3jt7871od8,15xh5l51repuswl3jt7871od8,https://open.spotify.com/playlist/0zzMhiTIPFaDE7N5mFaICs,spotify:playlist:0zzMhiTIPFaDE7N5mFaICs
Singing Funeral Radio,"With Olive Watt, Mary Johnson, Gwendolyn Simpson and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E8PmkXjLDa7pM,spotify:playlist:37i9dQZF1E8PmkXjLDa7pM
Funeral songs ,,UserResponseWrapper,User,Enigma_SCD,spotify:user:315g4tbpd5qzox7shjr6bhgay64a,315g4tbpd5qzox7shjr6bhgay64a,https://open.spotify.com/playlist/2GApfnU5znCqb6nHFi5K1A,spotify:playlist:2GApfnU5znCqb6nHFi5K1A
Play these at my funeral ,,UserResponseWrapper,User,Levi,spotify:user:314u7mjlmpy72jyfaoik43g4hdvq,314u7mjlmpy72jyfaoik43g4hdvq,https://open.spotify.com/playlist/1PLA9rRrZKfTFl7TPET1ek,spotify:playlist:1PLA9rRrZKfTFl7TPET1ek
Farewell Songs - Saying Goodbye,Here are a collection of songs that would be appropriate to play for someone at a funeral or to use when putting together a video to use for viewing at a funeral home.,UserResponseWrapper,User,Tony Quinteros,spotify:user:1243076052,1243076052,https://open.spotify.com/playlist/0gyiMgjxVqaBjOat0bUNCA,spotify:playlist:0gyiMgjxVqaBjOat0bUNCA
Songs Kyle would play at a funeral ,,UserResponseWrapper,User,chrisdontmiss,spotify:user:reinderslopejeff,reinderslopejeff,https://open.spotify.com/playlist/0AD4ZHIPRobW1iniCTDR29,spotify:playlist:0AD4ZHIPRobW1iniCTDR29
Funeral Radio,"With Shy Glizzy, Dae Dae, YBS Skola and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E8UJeZZBUEdFT,spotify:playlist:37i9dQZF1E8UJeZZBUEdFT
Funeral playlist,"Vous me l&#x27;avez demandée, la voici... ",UserResponseWrapper,User,Emilie Dn,spotify:user:1118502020,1118502020,https://open.spotify.com/playlist/4ZXSnITQ3jMRpGNKy4fJ0x,spotify:playlist:4ZXSnITQ3jMRpGNKy4fJ0x
Playlist for my funeral,over a day of friggin awesome music,UserResponseWrapper,User,Human Being 051512,spotify:user:31ackk3rfcycmq4vt5js5m2eivq4,31ackk3rfcycmq4vt5js5m2eivq4,https://open.spotify.com/playlist/6dz87ZK42BE7ZoWdaFvrSh,spotify:playlist:6dz87ZK42BE7ZoWdaFvrSh
play at my funeral,MOST IMPORTANT PLAYLIST EVER,UserResponseWrapper,User,emmie behan,spotify:user:b7o4flbikjukun15hsfs9lbdi,b7o4flbikjukun15hsfs9lbdi,https://open.spotify.com/playlist/798n3d5Bm0CXvoy4yU34CA,spotify:playlist:798n3d5Bm0CXvoy4yU34CA
Play this @ my Funeral,,UserResponseWrapper,User,Chris Glenn,spotify:user:chrisglenn_,chrisglenn_,https://open.spotify.com/playlist/4gB37CyAdCbncsxN9lkWUc,spotify:playlist:4gB37CyAdCbncsxN9lkWUc
Songs I’d play at my funeral ,,UserResponseWrapper,User,Caterina Albano,spotify:user:cat_alby,cat_alby,https://open.spotify.com/playlist/5hMFhPjtmBDvvjNEQod9bw,spotify:playlist:5hMFhPjtmBDvvjNEQod9bw
Play this at my funeral ,This playlist makes me happy so I hope it makes you happy too 222 songs &lt;3,UserResponseWrapper,User,glacier plebiscite,spotify:user:3odbzcth4koqsw1kn7ba8gdkt,3odbzcth4koqsw1kn7ba8gdkt,https://open.spotify.com/playlist/2gtZ8OOuHI0Sn5hWuByFwo,spotify:playlist:2gtZ8OOuHI0Sn5hWuByFwo
Main funeral songs ,,UserResponseWrapper,User,peggy,spotify:user:06su00lzyyozw4a9cdjw4ns8a,06su00lzyyozw4a9cdjw4ns8a,https://open.spotify.com/playlist/5C1HCibA06jlSnQZQTd745,spotify:playlist:5C1HCibA06jlSnQZQTd745
Mum's funeral,,UserResponseWrapper,User,deanna.errey,spotify:user:deanna.errey,deanna.errey,https://open.spotify.com/playlist/40o7TAvACJWKBYsv5SspDJ,spotify:playlist:40o7TAvACJWKBYsv5SspDJ
My Funeral Playlist ✨,,UserResponseWrapper,User,Alex🦋,spotify:user:31mmj7xiyfy25b7rw3t4qs4beaia,31mmj7xiyfy25b7rw3t4qs4beaia,https://open.spotify.com/playlist/6c0HWNgvdfDUB82fMsjGQL,spotify:playlist:6c0HWNgvdfDUB82fMsjGQL
Play this at my funeral ,,UserResponseWrapper,User,Mallorylyons,spotify:user:31wra57j3hxcffru3o72v6tbcpg4,31wra57j3hxcffru3o72v6tbcpg4,https://open.spotify.com/playlist/7JchDXtsexnUSBnwnoy1Hx,spotify:playlist:7JchDXtsexnUSBnwnoy1Hx
Funeral Radio,"With Tele Novella, The Lostines, Odie Leigh and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E8Opp2ReU69YS,spotify:playlist:37i9dQZF1E8Opp2ReU69YS
The Funeral (2025 Edit) Radio,"With Gryffin, Blonde Maze, Audien and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E8MEwLLiGJOok,spotify:playlist:37i9dQZF1E8MEwLLiGJOok
Funeral potatoes 🥔 ,,UserResponseWrapper,User,Marksaguilar,spotify:user:ahljz6o1r9c7kebe7o3btt29p,ahljz6o1r9c7kebe7o3btt29p,https://open.spotify.com/playlist/11YQRdqw2G035u9yqNuAIn,spotify:playlist:11YQRdqw2G035u9yqNuAIn
FUNERAL ZONE ☠️⚰️,,UserResponseWrapper,User,Nicolas Leira,spotify:user:31gfswwkbrr7ts3zkihprpq346eu,31gfswwkbrr7ts3zkihprpq346eu,https://open.spotify.com/playlist/0uEXhUPAWyETYo8tfKvddX,spotify:playlist:0uEXhUPAWyETYo8tfKvddX
White Girl Bangerzz🧯,"@ GYM, in car, anywhere… play these songs at my funeral🔥🔥🔥🔥🔥",UserResponseWrapper,User,jayce.english,spotify:user:jaycenglishh,jaycenglishh,https://open.spotify.com/playlist/4IuF823SNI2eCkWMYIgsDn,spotify:playlist:4IuF823SNI2eCkWMYIgsDn
Funeral playlist,,UserResponseWrapper,User,Luke,spotify:user:pfkpatrffca1wcwkhaosyeq9v,pfkpatrffca1wcwkhaosyeq9v,https://open.spotify.com/playlist/5JYsLSwK22aLfTuTIuAhiQ,spotify:playlist:5JYsLSwK22aLfTuTIuAhiQ
 funeral songs SHORT LIST,Easier to find songs,UserResponseWrapper,User,shawn heathcote,spotify:user:312jbeappptgua7y45bdy6li2ihq,312jbeappptgua7y45bdy6li2ihq,https://open.spotify.com/playlist/5BZuLyrj5S2XwDJ1PrFHfu,spotify:playlist:5BZuLyrj5S2XwDJ1PrFHfu
🦇Funeral Pop🫟,,UserResponseWrapper,User,Coco_Cat,spotify:user:5hgtikc37hua2g48qzruqoek8,5hgtikc37hua2g48qzruqoek8,https://open.spotify.com/playlist/71rcWjQ9HvEdo2slmTyivM,spotify:playlist:71rcWjQ9HvEdo2slmTyivM
destroy boys — all songs  ♫,&quot;Funeral Soundtrack #4&quot; OUT NOW 08&#x2F;09&#x2F;24 HOLY SMOKES NEW DEBO ALBUM AFTER 3 YEARSSSSS,UserResponseWrapper,User,@faersky,spotify:user:31m3uhcw7st4wawyzfmkw2q5zjze,31m3uhcw7st4wawyzfmkw2q5zjze,https://open.spotify.com/playlist/7uePto3n3ew8jpcrkhd6tC,spotify:playlist:7uePto3n3ew8jpcrkhd6tC
Banda para mí Funeral,,UserResponseWrapper,User,Marco Daniel Gutierrez Pacheco,spotify:user:31jopvtsxzpk7obgepqowlalpjiy,31jopvtsxzpk7obgepqowlalpjiy,https://open.spotify.com/playlist/2kppqS5nM69I9hwi2G2Ees,spotify:playlist:2kppqS5nM69I9hwi2G2Ees
funeral songs,,UserResponseWrapper,User,alyssa.goodwin,spotify:user:goody714,goody714,https://open.spotify.com/playlist/7vCqWsStT2Zzv0StoWQvQq,spotify:playlist:7vCqWsStT2Zzv0StoWQvQq
Bhajans for Funeral,,UserResponseWrapper,User,Mum,spotify:user:318ga1q57r79cquz4v1frt7yc,318ga1q57r79cquz4v1frt7yc,https://open.spotify.com/playlist/2yQSFECL2y8iqK8zMQvrDc,spotify:playlist:2yQSFECL2y8iqK8zMQvrDc
Gujarati Funeral Bhajans,,UserResponseWrapper,User,Kishan,spotify:user:31malme6byliapvo2a356h6kx7cq,31malme6byliapvo2a356h6kx7cq,https://open.spotify.com/playlist/5LL1k7ztIsId1ZZI17zlv0,spotify:playlist:5LL1k7ztIsId1ZZI17zlv0
Tagalog Funeral Songs,,UserResponseWrapper,User,22s2wgabijawxb6f532d67xwa,spotify:user:22s2wgabijawxb6f532d67xwa,22s2wgabijawxb6f532d67xwa,https://open.spotify.com/playlist/66I2C4WaiyuIF8zYAkbLHn,spotify:playlist:66I2C4WaiyuIF8zYAkbLHn
Play at funeral pt.2,,UserResponseWrapper,User,Codymitch,spotify:user:u80owibv3mn602ligs44768ez,u80owibv3mn602ligs44768ez,https://open.spotify.com/playlist/4rsRvXlyLbgiaUvST1LNBj,spotify:playlist:4rsRvXlyLbgiaUvST1LNBj
Funeral/I Shall Wear a Crown,,UserResponseWrapper,User,Owens,spotify:user:mhg1y607z02fbkct26p1ho9fa,mhg1y607z02fbkct26p1ho9fa,https://open.spotify.com/playlist/3MQK8gwcE0oCV8NdgUp0nO,spotify:playlist:3MQK8gwcE0oCV8NdgUp0nO
Songs To Play At My Funeral,"Up-Beat music, Dance music, Just music - Cause you know it will be a celebration when I go",UserResponseWrapper,User,Lady_ Aoife,spotify:user:aoife.abraham,aoife.abraham,https://open.spotify.com/playlist/6PMuVdv2TsyD4Q3ZCiiRgx,spotify:playlist:6PMuVdv2TsyD4Q3ZCiiRgx
Dark Funeral BALLADS,,UserResponseWrapper,User,Dark Funeral,spotify:user:dark-funeral,dark-funeral,https://open.spotify.com/playlist/2DS6Vhzb0kNpVtUEtSkGhz,spotify:playlist:2DS6Vhzb0kNpVtUEtSkGhz
Songs for my funeral.,,UserResponseWrapper,User,Harsh,spotify:user:cam46yvx8nod7d1faufrkrhet,cam46yvx8nod7d1faufrkrhet,https://open.spotify.com/playlist/6hDBbnSsHHA5WbByvDS3na,spotify:playlist:6hDBbnSsHHA5WbByvDS3na
Funeral playlist,,UserResponseWrapper,User,Horizon,spotify:user:31scehrwhkqhja4vhwrboh2u26j4,31scehrwhkqhja4vhwrboh2u26j4,https://open.spotify.com/playlist/09OYH5ZbeyCDLByUA5OMPF,spotify:playlist:09OYH5ZbeyCDLByUA5OMPF
Songs to play at my funeral ,,UserResponseWrapper,User,hamdy,spotify:user:31zy5r2tsktdgut3cru2lsuiibay,31zy5r2tsktdgut3cru2lsuiibay,https://open.spotify.com/playlist/5jEU3ul9s8cCAv3s2o0Dje,spotify:playlist:5jEU3ul9s8cCAv3s2o0Dje
Thomas’s funeral playlist,,UserResponseWrapper,User,squeeeege,spotify:user:squeeeege,squeeeege,https://open.spotify.com/playlist/4sdMnnI2bIDAfHzZQzOaaD,spotify:playlist:4sdMnnI2bIDAfHzZQzOaaD
GMC Gospel Funeral,,UserResponseWrapper,User,GMC,spotify:user:d394487r000wapz8c8iierfi4,d394487r000wapz8c8iierfi4,https://open.spotify.com/playlist/5tTWWWK1SltjuNxfM0MAMW,spotify:playlist:5tTWWWK1SltjuNxfM0MAMW
Funeral Radio,"With Ella Red, Em Beihold, girli and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E8OU0xpOVeclf,spotify:playlist:37i9dQZF1E8OU0xpOVeclf
Songs for loss and grief ,,UserResponseWrapper,User,Eloïse,spotify:user:5h4crl61rrbtsduogy05tav9h,5h4crl61rrbtsduogy05tav9h,https://open.spotify.com/playlist/0QyrjsBCOz6YLtBrMlZFs0,spotify:playlist:0QyrjsBCOz6YLtBrMlZFs0
Funeral Soundtrack ,God approved this playlist,UserResponseWrapper,User,maybe cc,spotify:user:68jiaq1g7sbxredg2fnxmg1n7,68jiaq1g7sbxredg2fnxmg1n7,https://open.spotify.com/playlist/2LI63o7NRcbsWMIx8nYZju,spotify:playlist:2LI63o7NRcbsWMIx8nYZju
My funeral songs except everyone will regret coming,❀‎ܓ(｡◠ ꇴ ◠｡ ),UserResponseWrapper,User,Envy,spotify:user:1199146605,1199146605,https://open.spotify.com/playlist/6mq9BHNRY395c5HQAu51Eu,spotify:playlist:6mq9BHNRY395c5HQAu51Eu
Play this at my funeral,Only if I die ,UserResponseWrapper,User,PJ,spotify:user:bbt56bozalgm3dvrizmh81q6y,bbt56bozalgm3dvrizmh81q6y,https://open.spotify.com/playlist/2sYVDeB93jceoQexdxq6kJ,spotify:playlist:2sYVDeB93jceoQexdxq6kJ
Songs to play at my funeral,,UserResponseWrapper,User,Jayden,spotify:user:ahcryp51i7rqhxzh5p8gb787u,ahcryp51i7rqhxzh5p8gb787u,https://open.spotify.com/playlist/1n6FdNJQsEqwvDWfhDl58K,spotify:playlist:1n6FdNJQsEqwvDWfhDl58K
shuffle at my funeral ,,UserResponseWrapper,User,Ski,spotify:user:23staniszewskiza,23staniszewskiza,https://open.spotify.com/playlist/0ypXKuKvHtjO4YQe7fluZK,spotify:playlist:0ypXKuKvHtjO4YQe7fluZK
Funeral afterparty ,,UserResponseWrapper,User,fillippoinzaghi,spotify:user:filipstarosta5,filipstarosta5,https://open.spotify.com/playlist/661FJWWsqx9KH0FDjMXRk9,spotify:playlist:661FJWWsqx9KH0FDjMXRk9
Songs to play at my funeral,,UserResponseWrapper,User,Mark Sullivan,spotify:user:12172045452,12172045452,https://open.spotify.com/playlist/0J5BAGFhBQtj8uJbqMjLNM,spotify:playlist:0J5BAGFhBQtj8uJbqMjLNM
Dog Grief 😢🖤,"🖤Songs to cry through the loss of a loved pet 🖤  🖤I loved you then, and I love you still  🖤",UserResponseWrapper,User,Belinda King,spotify:user:227qrjqjmoebevuq7sqtjefsi,227qrjqjmoebevuq7sqtjefsi,https://open.spotify.com/playlist/72t2UlhKGhgcjQIocZIMeA,spotify:playlist:72t2UlhKGhgcjQIocZIMeA
loss of a mother,Songs I listen to while grieving the loss of my mother to cancer,UserResponseWrapper,User,chrisdelcastillo,spotify:user:n3m6y1qbphh8ggx6o86de9c7h,n3m6y1qbphh8ggx6o86de9c7h,https://open.spotify.com/playlist/363xguRLFJWtUIWg1Ul9Tt,spotify:playlist:363xguRLFJWtUIWg1Ul9Tt
Songs for my funeral,,UserResponseWrapper,User,Audrey,spotify:user:31va6q3ckmhqjtr6vmr6tkn6e7ee,31va6q3ckmhqjtr6vmr6tkn6e7ee,https://open.spotify.com/playlist/3HtVOMj1FZbdkdl0ruSa38,spotify:playlist:3HtVOMj1FZbdkdl0ruSa38
Funeral philosophy,,UserResponseWrapper,User,Mango,spotify:user:0zolo3rej62j8p0lsqqwlkj4o,0zolo3rej62j8p0lsqqwlkj4o,https://open.spotify.com/playlist/5NELZ2tP428zwGxQ2XgeSo,spotify:playlist:5NELZ2tP428zwGxQ2XgeSo
𝑚𝑦 𝑓𝑢𝑛𝑒𝑟𝑎𝑙 🫀🧟‍♀️,&quot; A real heart from a real girl. &quot;,UserResponseWrapper,User,6babymeow<3,spotify:user:31hxhxcffv23kxty6d6qfiwc435m,31hxhxcffv23kxty6d6qfiwc435m,https://open.spotify.com/playlist/1xlHKsGQcbRpzB4MD3F9wT,spotify:playlist:1xlHKsGQcbRpzB4MD3F9wT
My Funeral Playlist,,UserResponseWrapper,User,Slade Skye,spotify:user:1260057959,1260057959,https://open.spotify.com/playlist/6xIdqI85DnjbHbWNrcJBPw,spotify:playlist:6xIdqI85DnjbHbWNrcJBPw
Worst Songs to Play at a Wedding,A shorter mix to pair with my funeral playlist XD,UserResponseWrapper,User,ChaoticNature,spotify:user:theravensclaws,theravensclaws,https://open.spotify.com/playlist/1wRjKwYCmjGW6oE8RKtbYL,spotify:playlist:1wRjKwYCmjGW6oE8RKtbYL
Backgroundmusic for a Funeral Home,with modern touch..,UserResponseWrapper,User,Isabella Hössl,spotify:user:bellahoessl,bellahoessl,https://open.spotify.com/playlist/4shQ5RqffYpMyzIp21f6nn,spotify:playlist:4shQ5RqffYpMyzIp21f6nn
"Mi funeral, Recuerdenme asi",,UserResponseWrapper,User,Alex Rodriguez G,spotify:user:31kmt4ybbeddaqmxu6izp5ks3u7a,31kmt4ybbeddaqmxu6izp5ks3u7a,https://open.spotify.com/playlist/7dMz19BQrtlChTSEPyUyip,spotify:playlist:7dMz19BQrtlChTSEPyUyip
Mariachi Funeral songs,,UserResponseWrapper,User,Jeffie Flores,spotify:user:22plf4dgheytpbglk6huemxey,22plf4dgheytpbglk6huemxey,https://open.spotify.com/playlist/03FphOHWBppT4SLE8nnylU,spotify:playlist:03FphOHWBppT4SLE8nnylU
Ultimate Funeral Doom,"Slower than slow, longer than long... the very best of Funeral Doom Metal 🕯⚰️",UserResponseWrapper,User,Loudwire,spotify:user:wqopimzeqvaed8dqu6o2tixrj,wqopimzeqvaed8dqu6o2tixrj,https://open.spotify.com/playlist/3OvUV2FBmCcjLX41QIY9mg,spotify:playlist:3OvUV2FBmCcjLX41QIY9mg
Queens Funeral Bagpipes,These are all the songs played at the Queens Funeral. Sleep Dearie Sleep was the last song played at Windsor Castle by the Queen&#x27;s personal piper and was the song he played for her every morning whilst staying at Balmoral.,UserResponseWrapper,User,louiewardweir,spotify:user:louiewardweir,louiewardweir,https://open.spotify.com/playlist/2oh3zT2ORyST8T02LnV4Lt,spotify:playlist:2oh3zT2ORyST8T02LnV4Lt
GHANA BEST FUNERAL SONGS,,UserResponseWrapper,User,BlackBeatz,spotify:user:317u6g2c3b43ixu4j2ozckldpryi,317u6g2c3b43ixu4j2ozckldpryi,https://open.spotify.com/playlist/4rbYZ6oWdNf64wNsGuJxnT,spotify:playlist:4rbYZ6oWdNf64wNsGuJxnT
☠️ 'Don't Cry @ My Funeral' ☠️,"Quite literally a mix of everything , no bs ",UserResponseWrapper,User,Adam Barto,spotify:user:g24u5salr4tny1zmmexbtnimp,g24u5salr4tny1zmmexbtnimp,https://open.spotify.com/playlist/6O9H6XWuSwlFS4vVBGz3J5,spotify:playlist:6O9H6XWuSwlFS4vVBGz3J5
Gujarati Funeral Bhajans,,UserResponseWrapper,User,Kishan,spotify:user:31malme6byliapvo2a356h6kx7cq,31malme6byliapvo2a356h6kx7cq,https://open.spotify.com/playlist/5LL1k7ztIsId1ZZI17zlv0,spotify:playlist:5LL1k7ztIsId1ZZI17zlv0
My FUNeral,,UserResponseWrapper,User,Xina,spotify:user:l1lt41c808m0ntswhvqrsli3y,l1lt41c808m0ntswhvqrsli3y,https://open.spotify.com/playlist/4pKenzaNyrJ87iszcIEjRl,spotify:playlist:4pKenzaNyrJ87iszcIEjRl
Play At My Funeral,Taste of what I’m listening to now :),UserResponseWrapper,User,ari 语嫣 아리,spotify:user:31llbjzc6qnfsgjlrdfogha7vb5a,31llbjzc6qnfsgjlrdfogha7vb5a,https://open.spotify.com/playlist/50zJ8IAFUBT9KyqXW7eBCf,spotify:playlist:50zJ8IAFUBT9KyqXW7eBCf
Funeral/I Shall Wear a Crown,,UserResponseWrapper,User,Owens,spotify:user:mhg1y607z02fbkct26p1ho9fa,mhg1y607z02fbkct26p1ho9fa,https://open.spotify.com/playlist/3MQK8gwcE0oCV8NdgUp0nO,spotify:playlist:3MQK8gwcE0oCV8NdgUp0nO
FUNeral,,UserResponseWrapper,User,Mitch Ihrig,spotify:user:peachesoriley,peachesoriley,https://open.spotify.com/playlist/34yhmcStgwNCYdKZtfQMPW,spotify:playlist:34yhmcStgwNCYdKZtfQMPW
Play at my funeral,,UserResponseWrapper,User,yokirl,spotify:user:pqtehusrdfm5khp9voaqygarh,pqtehusrdfm5khp9voaqygarh,https://open.spotify.com/playlist/75iUbWaGyjR8HBKjyHD2ch,spotify:playlist:75iUbWaGyjR8HBKjyHD2ch
This Is Shunned at a Funeral,"This is Shunned at a Funeral. The essential tracks, all in one playlist.",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1DZ06evO0ioWEd,spotify:playlist:37i9dQZF1DZ06evO0ioWEd
Songs4Funeral,This is what Adrian is made up of,UserResponseWrapper,User,joecool,spotify:user:cej484ljhklzsdzxn732rzt7c,cej484ljhklzsdzxn732rzt7c,https://open.spotify.com/playlist/67zzZLeGRam8PzpApf54uH,spotify:playlist:67zzZLeGRam8PzpApf54uH
play this playlist at my funeral,,UserResponseWrapper,User,nina,spotify:user:dbbyztujov83pwe0ko68utrab,dbbyztujov83pwe0ko68utrab,https://open.spotify.com/playlist/5ixIZdCRGOxodUvFBnmdj4,spotify:playlist:5ixIZdCRGOxodUvFBnmdj4
Funeral Canticle Radio,"With John Tavener, Henryk Górecki, John Tavener and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E8Lv4YXJgAEFq,spotify:playlist:37i9dQZF1E8Lv4YXJgAEFq
funeral vibes,,UserResponseWrapper,User,HOLLY MAGIC ★,spotify:user:31vqhx7yerwgjru777mwautj4taa,31vqhx7yerwgjru777mwautj4taa,https://open.spotify.com/playlist/4dr9a9exispBlg4BK7KLuZ,spotify:playlist:4dr9a9exispBlg4BK7KLuZ
Funeral songs,,UserResponseWrapper,User,Jerome Jao Jimenez,spotify:user:22mmcgelia22h4oifhfrhoo4i,22mmcgelia22h4oifhfrhoo4i,https://open.spotify.com/playlist/1sae46BOY43qIPjwOwd5zH,spotify:playlist:1sae46BOY43qIPjwOwd5zH
play this at my funeral,why cry for a soul set free.,UserResponseWrapper,User,meow,spotify:user:0tf3z6lizvna4tf1f2j69rz4p,0tf3z6lizvna4tf1f2j69rz4p,https://open.spotify.com/playlist/3EQaTxQUUiwdoKpP6zRKRc,spotify:playlist:3EQaTxQUUiwdoKpP6zRKRc
Hospice & Palliative Music,Selected music for hospice and palliative care patients.,UserResponseWrapper,User,Vincent Boot,spotify:user:11102086873,11102086873,https://open.spotify.com/playlist/79zGypEDGgYIwfsx3neXlh,spotify:playlist:79zGypEDGgYIwfsx3neXlh
Weddings & Funerals Radio,"With Royal & the Serpent, bülow, Faith Marie and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E8AtvJMxdFlgW,spotify:playlist:37i9dQZF1E8AtvJMxdFlgW
Funeral Songs,Play this at my FUNERAL,UserResponseWrapper,User,Todd Hamburg,spotify:user:12151414437,12151414437,https://open.spotify.com/playlist/6oyw6pUwc0hWJKqYhtU3ZG,spotify:playlist:6oyw6pUwc0hWJKqYhtU3ZG
Dad's passing away songs,,UserResponseWrapper,User,Jill VanDiver,spotify:user:jillvandiver,jillvandiver,https://open.spotify.com/playlist/14IoZboBdCUhk0jjK3uR65,spotify:playlist:14IoZboBdCUhk0jjK3uR65
The Funeral,,UserResponseWrapper,User,weirdcore,spotify:user:31mbhn2ui56szztmneays4zdwwn4,31mbhn2ui56szztmneays4zdwwn4,https://open.spotify.com/playlist/3CsJaiYjOSuuH9c28LFOmu,spotify:playlist:3CsJaiYjOSuuH9c28LFOmu
Songs for Grieving the Death of a Friend,,UserResponseWrapper,User,What's Your Grief,spotify:user:99o2zzezq1g1taveuukl4eyhy,99o2zzezq1g1taveuukl4eyhy,https://open.spotify.com/playlist/2TEmZWcgzaJGSkldWjPVKz,spotify:playlist:2TEmZWcgzaJGSkldWjPVKz
If I die play c u in da ballpit on repeat at my funeral ,Puddle splashers changed our lives,UserResponseWrapper,User,imtwhitt,spotify:user:imtwhitt,imtwhitt,https://open.spotify.com/playlist/7EZZTa15ApGEOBu3Osuizt,spotify:playlist:7EZZTa15ApGEOBu3Osuizt
Funérailles et décès,"Les plus belles chansons pour rendre hommage à un être cher, pour souligner son départ, son manque dans nos vies et lui faire nos derniers adieux. ",UserResponseWrapper,User,glsprod,spotify:user:glsprod,glsprod,https://open.spotify.com/playlist/3FU8XuZcJbY3HJtOyBFk0v,spotify:playlist:3FU8XuZcJbY3HJtOyBFk0v
Funeral songs,,UserResponseWrapper,User,andy/kate lovestuff,spotify:user:ile7s3zs108ss0rdxsmjfqi7k,ile7s3zs108ss0rdxsmjfqi7k,https://open.spotify.com/playlist/3EILj7rgApLVmelGK2bwJf,spotify:playlist:3EILj7rgApLVmelGK2bwJf
POV: Random bullshit go,"Just a lot of songs that I kinda like, for any activity or event in my life&#x2F;career, play this playlist on my funeral lol",UserResponseWrapper,User,Queenie He,spotify:user:31ums4qwayl4otdhv3xompkb5jnq,31ums4qwayl4otdhv3xompkb5jnq,https://open.spotify.com/playlist/3kf15eIkzYp07kdwQIWt6s,spotify:playlist:3kf15eIkzYp07kdwQIWt6s
Funeral Hymns and Praise Worship Instrumental,Instrumental music for Christian funerals.,UserResponseWrapper,User,Matt Jones,spotify:user:1240997864,1240997864,https://open.spotify.com/playlist/4gBObKFBQOPb8TJYds7KYK,spotify:playlist:4gBObKFBQOPb8TJYds7KYK
play ts at my funeral,,UserResponseWrapper,User,Djw1211,spotify:user:mju5ujo0fiwwbodhuepgegprg,mju5ujo0fiwwbodhuepgegprg,https://open.spotify.com/playlist/2D33XmdOEkmjGEePWiI0PO,spotify:playlist:2D33XmdOEkmjGEePWiI0PO
play these at my funeral.,,UserResponseWrapper,User,ry,spotify:user:pvdk48sprvefeeu4fddvtaqee,pvdk48sprvefeeu4fddvtaqee,https://open.spotify.com/playlist/0yIfbwVtFFxuW5jnljTBSB,spotify:playlist:0yIfbwVtFFxuW5jnljTBSB
Richard's funeral playlist,,UserResponseWrapper,User,Richardeggebeen,spotify:user:314sopsyntempkecbcrupmvrrn3e,314sopsyntempkecbcrupmvrrn3e,https://open.spotify.com/playlist/45zkUjZi6fH30sI1xdyajF,spotify:playlist:45zkUjZi6fH30sI1xdyajF
